instance,time_s,conflicts,timed_out,too_fast,too_few_conflicts,kept,reason
ea8a79747c7ab142a897b7e8e638245f-j3045_4_mdd_b.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
eb659cd21250abdc8c9cec49073c32c6-linked_list_swap_contents_safety_unwind59.cnf,300,3216,TRUE,FALSE,FALSE,TRUE,kept_timeout
eb8a25e0db5d0605e3e15670f7a07f27-grid-color-14-14-2-cb.cnf,300,443160,TRUE,FALSE,FALSE,TRUE,kept_timeout
ed410c758e5025f1bb97922574d1c2ff-reconf10_86_sp003_1.cnf,300,295371,TRUE,FALSE,FALSE,TRUE,kept_timeout
ed6920e7126f57daabfb85415607fdb5-sum_of_three_cubes_906_unknown_representation.cnf,300,25745,TRUE,FALSE,FALSE,TRUE,kept_timeout
ee06244cc0ed073bd6abf147dc27eff6-pj2016_k120.cnf,300,475,TRUE,FALSE,TRUE,FALSE,too_few_conflicts
eede03732955f620b5291f9dcf9f95df-tseitin_n200_d3.cnf,300,7575139,TRUE,FALSE,FALSE,TRUE,kept_timeout
efc1b836380d0f84e7512f7b2ccdbb60-PancakeVsInsertSort_8_5.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
f0f279c7d5043e783f73237cf6bddf33-Break_triple_20_72.xml.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
f1afd5e8d4b842c15c6a2c420b2b2dba-pj2018_k10.cnf,300,2077,TRUE,FALSE,FALSE,TRUE,kept_timeout
f1b3d254596523910f3af07fc1942e64-Break_unsat_12_19.xml.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
f2a73aa514c859c91db462e1e2a1315b-af-synthesis_stb_50_140_1_sat.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
f5f1d6a47ed7449a18d872a3f93d8aa5-GP_120_400_15.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
f64806fd4fe79f1efaefa7ce68d93ee1-sin_depth_miter_4.cnf,300,38719,TRUE,FALSE,FALSE,TRUE,kept_timeout
f8a966a2ba189ad5fa45f870f3c5e200-sudoku-N30-7.cnf,300,11330,TRUE,FALSE,FALSE,TRUE,kept_timeout
f8ad493b11bf0692c1f3919642cebdb1-PancakeVsInsertSort_9_3.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
f8b7241f662ab4d36337b74bb7984122-summle_X111119_steps7_I1-2-2-4-4-8-25-100.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
f9dd957b2f5940a3e3adaa2eeaaba011-mdp-36-12-sat.cnf,300,997368,TRUE,FALSE,FALSE,TRUE,kept_timeout
fa88b447f6b41b04686085480678affe-UNSAT_H_instances_childsnack_p12.hddl_1.cnf,108.13,0,FALSE,FALSE,TRUE,FALSE,too_few_conflicts
fb5cf4ad3c46dd294eb8253218524ba6-cfi-rigid-r2-0072-01-or_3.cnf,300,87372,TRUE,FALSE,FALSE,TRUE,kept_timeout
fbf3b9f8a03a1efedae3da04622fe96e-sqrt-mitern168.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
fca7a5a04aaed5f0eacccc4139dc894a-satcoin-genesis-SAT-8192.cnf,300,25745,TRUE,FALSE,FALSE,TRUE,kept_timeout
fdfd5975c57d7cd2264ef6aff6cb4815-SE_PR_stb_588_138.apx_1.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
fe800e62b55609cb152965c223e72280-div-mitern171.cnf,300,664843,TRUE,FALSE,FALSE,TRUE,kept_timeout
fe96b630b3e761821308b544368dd521-GP_100_950_34.cnf,300,17096,TRUE,FALSE,FALSE,TRUE,kept_timeout
fec4ba2cf2416933dcf7b8153be97344-bz-X-4-7-6.cnf,300,196845,TRUE,FALSE,FALSE,TRUE,kept_timeout
fee70cede2b5b55bfbdb6e48fbe7ce4f-DLTM_twitter690_74_16.cnf,300,131161,TRUE,FALSE,FALSE,TRUE,kept_timeout
ff3be72b9f5f44036875aa48f5434456-worker_20_60_20_0.9.cnf,300,58180,TRUE,FALSE,FALSE,TRUE,kept_timeout
fff3f8c76467cdf9d92689969fd94281-mod2c-rand3bip-sat-240-2.shuffled-as.sat05-2519.cnf,300,3366612,TRUE,FALSE,FALSE,TRUE,kept_timeout
